Make,Model,Year,Mileage,Price,Condition,Dealer,Image Link
Suzuki,Swift,2022,47273,179900,Vehicle is better than average,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/5B3A07349/Ext360/5B3A0734936000.webp
Peugeot,208,2013,126000,87900,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/68BF03179/Ext360/68BF0317936000.webp
Toyota,Starlet,2024,6172,345900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/78F602760/Ext360/78F60276036000.webp
Nissan,Almera,2022,48000,163900,Normal wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/96F814414/Ext360/96F81441436000.webp
Toyota,Vitz,2024,12306,192900,Vehicle is better than average,Dome (GP),https://photos.webuycars.co.za/photobooth/B29509412/Ext360/B2950941236000.webp
Renault,Kwid,2019,125846,78900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/C77E08633/Ext360/C77E0863336000.webp
Fiat,Panda,2021,47987,156900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/D0A106244/Ext360/D0A10624436000.webp
Datsun,GO,2016,126000,60900,Shows signs of excessive wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/D0C902345/Ext360/D0C90234536000.webp
Suzuki,Vitara,2022,12000,270900,Normal wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/D22102525/Ext360/D2210252536000.webp
Renault,Clio IV,2019,48050,157900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/DB1811721/Ext360/DB181172136000.webp
Nissan,Livina,2010,125000,77900,Normal wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/DE0611570/Ext360/DE061157036000.webp
Fiat,500,2017,48897,156900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/E9A411182/Ext360/E9A41118236000.webp
Ford,Figo,2018,122000,91900,Shows signs of excessive wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/EA4C14698/Ext360/EA4C1469836000.webp
Toyota,Urban Cruiser,2021,12000,294900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/ED2109364/Ext360/ED210936436000.webp
Toyota,Urban Cruiser,2024,6500,334900,Vehicle is better than average,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/FBD402136/Ext360/FBD40213636000.webp
Renault,Sandero,2015,130000,97900,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/009009997/Ext360/00900999736000.webp
KIA,Sportage,2024,7000,612900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/00D905793/Ext360/00D90579336000.webp
Nissan,Juke,2015,51749,168900,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/12CD06226/Ext360/12CD0622636000.webp
Suzuki,Dzire,2014,128000,82900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/168208911/Ext360/16820891136000.webp
Chevrolet,Cruze,2012,132269,85900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/19CA08095/Ext360/19CA0809536000.webp
BMW,1 Series (f40),2020,6783,420900,Vehicle is better than average,Springfield (KZN),https://photos.webuycars.co.za/photobooth/1C2C02836/Ext360/1C2C0283636000.webp
Ford,Fiesta,2017,52000,171900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/1FD810545/Ext360/1FD81054536000.webp
Toyota,Starlet,2023,13000,264900,Vehicle is better than average,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/481C10972/Ext360/481C1097236000.webp
Suzuki,Swift,2024,15000,209900,Vehicle is better than average,JHB South (GP),https://photos.webuycars.co.za/photobooth/558106238/Ext360/55810623836000.webp
KIA,Picanto,2022,50000,176900,Shows signs of excessive wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/586800514/Ext360/58680051436000.webp
Proton,X50,2023,6620,324900,Vehicle is better than average,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/667004211/Ext360/66700421136000.webp
Toyota,Etios,2017,51000,135900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/6BE009652/Ext360/6BE00965236000.webp
Suzuki,Swift,2021,49700,168900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/717610886/Ext360/71761088636000.webp
Suzuki,Swift,2022,14000,212900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/7CD211866/Ext360/7CD21186636000.webp
Suzuki,Swift,2015,130917,85900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/89AE09337/Ext360/89AE0933736000.webp
KIA,Sonet,2022,7133,347900,Vehicle is better than average,JHB South (GP),https://photos.webuycars.co.za/photobooth/8CFF06496/Ext360/8CFF0649636000.webp
Suzuki,S-Presso,2020,127000,91900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/98C511311/Ext360/98C51131136000.webp
Haval,H1,2019,50000,128900,Shows signs of excessive wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/A28909249/Ext360/A2890924936000.webp
Opel,Adam,2015,53308,140900,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/ABB512095/Ext360/ABB51209536000.webp
Honda,Amaze,2023,14000,221900,Vehicle is better than average,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/AE6E15516/Ext360/AE6E1551636000.webp
Volkswagen,Polo,2023,14000,283900,Vehicle is better than average,East London (EC),https://photos.webuycars.co.za/photobooth/D02710911/Ext360/D0271091136000.webp
KIA,RIO,2023,15000,297900,Vehicle is better than average,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/D72A03449/Ext360/D72A0344936000.webp
Mercedes-Benz,A Class,2011,131742,87900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/E4AE05450/Ext360/E4AE0545036000.webp
Honda,Ballade,2019,14635,189900,Normal wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/E9FE08524/Ext360/E9FE0852436000.webp
Ford,Figo,2013,126928,76900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/F0E810021/Ext360/F0E81002136000.webp
Volkswagen,T-Cross,2021,7586,414900,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/1C5F08164/Ext360/1C5F0816436000.webp
Suzuki,S-Presso,2021,54483,143900,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/212112240/Ext360/21211224036000.webp
Volkswagen,Up!,2019,15000,200900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/293B11403/Ext360/293B1140336000.webp
Ford,Figo,2014,137204,73900,Shows signs of excessive wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/395811797/Ext360/39581179736000.webp
Volkswagen,Polo,2022,7990,354900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/429D04279/Ext360/429D0427936000.webp
Chevrolet,Sonic,2014,141698,64900,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/476814986/Ext360/47681498636000.webp
Suzuki,Alto,2013,140000,63900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/47A607377/Ext360/47A60737736000.webp
Toyota,Agya,2022,55000,166900,Normal wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/481610986/Ext360/48161098636000.webp
Fiat,Tipo,2022,15185,248900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/485112922/Ext360/48511292236000.webp
Hyundai,i10,2015,133000,76900,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/667611843/Ext360/66761184336000.webp
Nissan,Qashqai,2012,56584,157900,Vehicle is better than average,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/76D405970/Ext360/76D40597036000.webp
Volkswagen,Up!,2019,54000,168900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/860411193/Ext360/86041119336000.webp
Toyota,Corolla Quest,2024,8000,327900,Vehicle is better than average,JHB South (GP),https://photos.webuycars.co.za/photobooth/8C8503422/Ext360/8C850342236000.webp
Chery,Tiggo 4 Pro,2022,15707,301900,Vehicle is better than average,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/9B0A11837/Ext360/9B0A1183736000.webp
Honda,WR-V,2023,15000,261900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/9EC708273/Ext360/9EC70827336000.webp
KIA,Picanto,2017,134000,93900,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/AE5511130/Ext360/AE551113036000.webp
Mini,Hatch,2011,140000,76900,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/CA9E09530/Ext360/CA9E0953036000.webp
Suzuki,Swift,2016,55000,129900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/CF5C08833/Ext360/CF5C0883336000.webp
Audi,S3,2024,8000,945900,Vehicle is better than average,East London (EC),https://photos.webuycars.co.za/photobooth/CF6512740/Ext360/CF651274036000.webp
Renault,Kwid,2021,54000,115900,Normal wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/DF0F08236/Ext360/DF0F0823636000.webp
Chevrolet,Spark,2015,139570,85900,Normal wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/E75B11020/Ext360/E75B1102036000.webp
Peugeot,2008,2021,15315,249900,Vehicle is better than average,Dome (GP),https://photos.webuycars.co.za/photobooth/EC4C02285/Ext360/EC4C0228536000.webp
Honda,FIT,2023,15500,259900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/F85508819/Ext360/F8550881936000.webp
Volkswagen,Polo,2020,15000,249900,Vehicle is better than average,George (WC),https://photos.webuycars.co.za/photobooth/F9AE08655/Ext360/F9AE0865536000.webp
Peugeot,308,2019,55000,163900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/FC9807491/Ext360/FC980749136000.webp
Hyundai,i10,2012,146000,79900,Normal wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/180401500/Ext360/18040150036000.webp
Renault,Kwid,2021,57199,119900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/1A4C06564/Ext360/1A4C0656436000.webp
Suzuki,S-Presso,2020,58000,117900,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/1A8F06932/Ext360/1A8F0693236000.webp
Ford,Figo,2014,142000,78900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/225411840/Ext360/22541184036000.webp
Volkswagen,Polo Vivo,2013,143000,92900,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/33EA12106/Ext360/33EA1210636000.webp
Honda,Elevate,2024,8000,364900,Vehicle in excellent condition,Mbombela (MP),https://photos.webuycars.co.za/photobooth/622603745/Ext360/62260374536000.webp
Ford,Figo,2012,147000,70900,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/68CE09011/Ext360/68CE0901136000.webp
Hyundai,i10,2012,149000,68900,Shows signs of excessive wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/69FB14682/Ext360/69FB1468236000.webp
Mazda,CX-3,2024,8000,344900,Normal wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/8C1612366/Ext360/8C161236636000.webp
Chery,Tiggo 4 Pro,2023,16500,298900,Vehicle is better than average,Dome (GP),https://photos.webuycars.co.za/photobooth/8CBE06674/Ext360/8CBE0667436000.webp
Volkswagen,Polo Vivo,2015,145000,94900,Shows signs of excessive wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/921702177/Ext360/92170217736000.webp
Chevrolet,Spark,2014,142000,72900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/941806946/Ext360/94180694636000.webp
Renault,Kwid,2021,59127,136900,Vehicle is better than average,Mbombela (MP),https://photos.webuycars.co.za/photobooth/96B514106/Ext360/96B51410636000.webp
Suzuki,Swift,2022,16500,188900,Vehicle is better than average,Dome (GP),https://photos.webuycars.co.za/photobooth/976815545/Ext360/97681554536000.webp
BMW,X5,2024,8000,1774900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/9CBB01628/Ext360/9CBB0162836000.webp
Suzuki,Swift,2020,58000,159900,Normal wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/A4ED13242/Ext360/A4ED1324236000.webp
Suzuki,Swift,2022,16005,232900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/BCE008631/Ext360/BCE00863136000.webp
Suzuki,Swift,2024,16000,185900,Vehicle is better than average,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/C1F006108/Ext360/C1F00610836000.webp
Audi,A3 Sportback,2022,8000,634900,Vehicle is better than average,Dome (GP),https://photos.webuycars.co.za/photobooth/D12511553/Ext360/D1251155336000.webp
Citroen,DS3,2016,58219,123900,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/D1CA10486/Ext360/D1CA1048636000.webp
Volkswagen,Polo,2020,16000,290900,Vehicle is better than average,JHB South (GP),https://photos.webuycars.co.za/photobooth/D22500183/Ext360/D2250018336000.webp
Honda,Jazz,2017,59000,152900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/DEB409102/Ext360/DEB40910236000.webp
Hyundai,Grand i10,2022,16000,240900,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/E9A413322/Ext360/E9A41332236000.webp
Opel,Crossland X,2019,57000,180900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/FDF213940/Ext360/FDF21394036000.webp
Volkswagen,Polo Vivo,2023,16000,206900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/FE0E10299/Ext360/FE0E1029936000.webp
Suzuki,Swift,2021,60557,166900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/08D707064/Ext360/08D70706436000.webp
Volkswagen,T-Cross,2022,17000,292900,Vehicle is better than average,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/227102034/Ext360/22710203436000.webp
KIA,Picanto,2022,17000,205900,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/292B01347/Ext360/292B0134736000.webp
Suzuki,S-Presso,2020,62000,127900,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/2D5605582/Ext360/2D560558236000.webp
Honda,Ballade,2019,60000,161900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/31D316025/Ext360/31D31602536000.webp
Volkswagen,Polo Vivo,2015,153000,97900,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/4E8E05695/Ext360/4E8E0569536000.webp
Citroen,C3,2020,16793,188900,Normal wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/4FB100280/Ext360/4FB10028036000.webp
Hyundai,i10,2016,151504,85900,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/65AA12290/Ext360/65AA1229036000.webp
Ford,Fiesta,2015,154416,85900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/6D7401359/Ext360/6D740135936000.webp
Peugeot,2008,2023,16675,295900,Vehicle is better than average,Midstream (GP),https://photos.webuycars.co.za/photobooth/6D9A14925/Ext360/6D9A1492536000.webp
Mini,Hatch,2023,9000,443900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/724B04197/Ext360/724B0419736000.webp
Volkswagen,Polo Vivo,2021,64143,181900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/7ADB05473/Ext360/7ADB0547336000.webp
KIA,Picanto,2015,152211,73900,Shows signs of excessive wear and tear,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/7B2400678/Ext360/7B240067836000.webp
Renault,Captur,2015,152000,95900,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/7BBF00951/Ext360/7BBF0095136000.webp
Nissan,Magnite,2023,17081,186900,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/7D2511725/Ext360/7D251172536000.webp
Hyundai,Venue,2020,16700,231900,Vehicle is better than average,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/9E5300895/Ext360/9E530089536000.webp
Suzuki,Swift,2022,17000,196900,Normal wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/B02F08917/Ext360/B02F0891736000.webp
Nissan,Almera,2018,150208,93900,Shows signs of excessive wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/B8FD01470/Ext360/B8FD0147036000.webp
KIA,Picanto,2017,151422,95900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/C05412054/Ext360/C0541205436000.webp
Renault,Sandero,2021,64000,161900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/CB7007859/Ext360/CB700785936000.webp
Chery,Tiggo 8 PRO,2024,9317,466900,Vehicle is better than average,JHB South (GP),https://photos.webuycars.co.za/photobooth/D0AF16733/Ext360/D0AF1673336000.webp
Renault,Captur,2020,62000,181900,Normal wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/DD7105269/Ext360/DD710526936000.webp
Suzuki,Grand Vitara,2024,9000,375900,Vehicle is better than average,Polokwane (L),https://photos.webuycars.co.za/photobooth/DE6A14651/Ext360/DE6A1465136000.webp
Peugeot,2008,2024,9500,330900,Vehicle in excellent condition,JHB South (GP),https://photos.webuycars.co.za/photobooth/E54C08009/Ext360/E54C0800936000.webp
Toyota,Yaris,2013,62000,181900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/FE7D09795/Ext360/FE7D0979536000.webp
Volkswagen,T-Cross,2024,10000,327900,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/0B1410322/Ext360/0B141032236000.webp
Opel,Corsa,2020,66000,165900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/19D903932/Ext360/19D90393236000.webp
Chery,Tiggo 4 Pro,2022,18000,283900,Shows signs of excessive wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/227300789/Ext360/22730078936000.webp
Volkswagen,Polo Vivo,2015,156000,89900,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/263E01067/Ext360/263E0106736000.webp
KIA,Picanto,2015,158001,96900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/3B5A06733/Ext360/3B5A0673336000.webp
Datsun,GO,2021,66000,155900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/565106321/Ext360/56510632136000.webp
Toyota,Corolla Cross,2024,11000,397900,Vehicle is better than average,Springfield (KZN),https://photos.webuycars.co.za/photobooth/5A9910671/Ext360/5A991067136000.webp
